"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.356808930E-1,1.292868853E-1,1.054047346E0,9.500192642E0
8.376932890E-1,1.340752989E-1,1.044470549E0,9.514557838E0
8.397057890E-1,1.436520964E-1,1.039682031E0,9.533711433E0
8.417165180E-1,1.244984865E-1,1.034893632E0,9.543288231E0
8.437275080E-1,9.097966552E-2,1.015740037E0,9.572616577E0
8.457387580E-1,6.703764945E-2,1.006163239E0,9.567828178E0
8.477501120E-1,2.394201607E-2,9.822212458E-1,9.596558571E0
8.497617780E-1,4.788403399E-3,9.822212458E-1,9.625288963E0
8.517735490E-1,-3.351882473E-2,9.487023950E-1,9.654019356E0
8.537856850E-1,-2.873042040E-2,9.247604012E-1,9.682749748E0
8.557979760E-1,-4.309562966E-2,9.151836038E-1,9.711481094E0
8.578103720E-1,-4.788403213E-2,9.056068063E-1,9.740211487E0
8.598230810E-1,-4.309562966E-2,8.816647530E-1,9.816825867E0
8.618358410E-1,-2.873042040E-2,8.912416101E-1,9.859921455E0
8.638488100E-1,-1.915361360E-2,8.768763542E-1,9.898228645E0
8.658619350E-1,-1.436521020E-2,8.816647530E-1,9.955689430E0
8.678747990E-1,4.788403399E-3,8.960300088E-1,1.004188061E1
8.698877680E-1,1.915361360E-2,9.008184075E-1,1.008976460E1
8.718986010E-1,4.309562966E-2,9.008184075E-1,1.015680218E1
8.739096430E-1,4.788403213E-2,9.103952050E-1,1.020468616E1
8.759209450E-1,8.140286058E-2,9.056068063E-1,1.022383976E1
8.779324030E-1,1.053448766E-1,8.960300088E-1,1.022383976E1
8.799441740E-1,1.197100878E-1,8.720879555E-1,1.021905136E1
8.819560490E-1,1.244984865E-1,8.481459618E-1,1.021905136E1
8.839682370E-1,1.388636976E-1,8.289923668E-1,1.018553257E1
8.859806850E-1,1.580173075E-1,7.763199210E-1,1.016159058E1
8.879932370E-1,1.771709323E-1,7.284358740E-1,1.016159058E1
8.900060490E-1,2.059013397E-1,7.044938207E-1,1.018074417E1
8.920189140E-1,2.202665508E-1,6.613982320E-1,1.017116737E1
8.940319870E-1,2.585737705E-1,6.326677799E-1,1.013764858E1
8.960451640E-1,3.016694188E-1,5.895721912E-1,1.012328339E1
8.980569870E-1,3.112462163E-1,5.267243981E-1,1.008976460E1
9.000689660E-1,3.303998411E-1,4.692635238E-1,1.009455299E1
9.020807370E-1,3.543418646E-1,4.692635238E-1,1.011370659E1
9.040927160E-1,3.639186621E-1,4.405331016E-1,1.013764858E1
9.061046430E-1,3.974374831E-1,4.405331016E-1,1.017595577E1
9.081167780E-1,4.309563041E-1,4.357447028E-1,1.019032097E1
9.101291220E-1,4.836287498E-1,4.309563041E-1,1.021905136E1
9.121415180E-1,5.219359994E-1,4.357447028E-1,1.025257015E1
9.141540700E-1,5.656301379E-1,4.309563041E-1,1.025735855E1
9.161662580E-1,6.039373875E-1,4.261679053E-1,1.022383976E1
9.181786530E-1,6.422445774E-1,4.405331016E-1,1.018553257E1
9.201911530E-1,6.518214345E-1,4.501099288E-1,1.016637897E1
9.222029240E-1,6.757634282E-1,4.740519226E-1,1.013286018E1
9.242148510E-1,6.997054219E-1,4.836287498E-1,1.008018780E1
9.262267780E-1,7.571662664E-1,4.979939461E-1,1.003230381E1
9.282389140E-1,7.667431235E-1,4.932055473E-1,9.984419823E0
9.302512060E-1,7.715315223E-1,4.884171486E-1,9.917382240E0
9.322636530E-1,7.428010702E-1,4.788403511E-1,9.864709854E0
9.342762580E-1,7.428010702E-1,4.788403511E-1,9.821614265E0
9.362871950E-1,7.044938207E-1,4.548983276E-1,9.773730278E0
9.382983930E-1,6.613982320E-1,4.309563041E-1,9.730634689E0
9.403098510E-1,6.470330358E-1,4.213795066E-1,9.687539101E0
9.423216220E-1,6.135141850E-1,3.926490843E-1,9.677961349E0
9.443337060E-1,5.799953341E-1,3.734954596E-1,9.630077362E0
9.463458410E-1,5.458779931E-1,3.639186621E-1,9.620500565E0
9.483582370E-1,4.644751251E-1,3.399766386E-1,9.630077362E0
9.503706330E-1,2.920926213E-1,3.208230138E-1,9.615712166E0
9.523831330E-1,1.867477298E-1,3.303998411E-1,9.548674583E0
9.543956330E-1,1.149216816E-1,3.591302633E-1,9.418789864E0
9.564085490E-1,5.267243832E-2,3.878606856E-1,9.342175484E0
9.584216740E-1,-2.873042040E-2,4.213795066E-1,9.308655739E0
9.604349030E-1,-1.053448766E-1,4.884171486E-1,9.270348549E0
9.624482370E-1,-2.106897533E-1,5.506663918E-1,9.232041359E0
9.644615700E-1,-2.968810201E-1,6.087257862E-1,9.193734169E0
9.664696950E-1,-3.782838583E-1,6.661866307E-1,9.145850182E0
9.684781330E-1,-4.213795066E-1,7.140706778E-1,9.083600998E0
9.704870390E-1,-4.740519226E-1,7.619546652E-1,9.045293808E0
9.724965180E-1,-5.123591423E-1,8.194155097E-1,9.088389397E0
9.745066220E-1,-5.219359994E-1,8.577227592E-1,9.117119789E0
9.765172470E-1,-5.171475410E-1,8.864531517E-1,9.165003777E0
9.785286010E-1,-5.027823448E-1,9.199720025E-1,9.203310966E0
9.805406850E-1,-4.692635238E-1,9.247604012E-1,9.227252960E0
9.825534450E-1,-4.405331016E-1,9.199720025E-1,9.279925346E0
9.845668830E-1,-4.070142806E-1,9.199720025E-1,9.279925346E0
9.865807370E-1,-3.639186621E-1,8.960300088E-1,9.275136948E0
9.885951120E-1,-3.639186621E-1,8.768763542E-1,9.284713745E0
9.906098510E-1,-3.591302633E-1,8.625111580E-1,9.270348549E0
9.926248510E-1,-3.303998411E-1,8.337807655E-1,9.232041359E0
9.946400080E-1,-2.825157940E-1,7.906851172E-1,9.251194954E0
9.966528720E-1,-2.585737705E-1,8.146271110E-1,9.289502144E0
9.986658410E-1,-2.394201756E-1,7.954735160E-1,9.351752281E0
1.000678862E0,-2.011129409E-1,7.858967185E-1,9.414001465E0
1.002691935E0,-2.011129409E-1,7.380126715E-1,9.533711433E0
1.004705008E0,-1.819593310E-1,7.284358740E-1,9.591770172E0
1.006713601E0,-1.819593310E-1,7.140706778E-1,9.663596153E0
1.008722508E0,-1.771709323E-1,7.044938207E-1,9.682749748E0
1.010731778E0,-1.675941199E-1,6.709750295E-1,9.687539101E0
1.012741570E0,-1.580173075E-1,6.709750295E-1,9.687539101E0
1.014751935E0,-1.532289088E-1,6.566098332E-1,9.658807755E0
1.016762768E0,-1.436520964E-1,6.613982320E-1,9.606135368E0
1.018774174E0,-1.292868853E-1,6.757634282E-1,9.548674583E0
1.020786206E0,-1.484405100E-1,6.422445774E-1,9.490615845E0
1.022798914E0,-1.628057212E-1,6.278793812E-1,9.442731857E0
1.024812195E0,-1.675941199E-1,6.518214345E-1,9.385271072E0
1.026825789E0,-1.628057212E-1,7.188590765E-1,9.299078941E0
1.028839643E0,-1.484405100E-1,7.523778677E-1,9.217676163E0
1.030853862E0,-1.484405100E-1,7.619546652E-1,9.150638580E0
1.032868393E0,-1.292868853E-1,7.763199210E-1,9.088389397E0
1.034883081E0,-1.292868853E-1,7.475894690E-1,9.093177795E0
1.036895528E0,-1.197100878E-1,7.044938207E-1,9.059659004E0
1.038908133E0,-1.244984865E-1,6.470330358E-1,8.992621422E0
1.040920841E0,-1.484405100E-1,5.752069354E-1,8.954314232E0
1.042933653E0,-1.723825186E-1,5.123591423E-1,8.939949036E0
1.044946518E0,-2.059013397E-1,4.644751251E-1,8.939949036E0
1.046956466E0,-2.154781520E-1,4.309563041E-1,8.930372238E0
1.048966674E0,-1.963245422E-1,4.070142806E-1,8.944737434E0
1.050977143E0,-1.723825186E-1,4.070142806E-1,8.973467827E0
1.052987976E0,-1.244984865E-1,4.357447028E-1,8.997409821E0
1.054999174E0,-7.661445439E-2,4.357447028E-1,9.045293808E0
1.057010581E0,1.436521020E-2,4.836287498E-1,8.968679428E0
1.059022456E0,-9.576806799E-3,5.075707436E-1,9.107542992E0
1.061034747E0,-4.309562966E-2,5.027823448E-1,9.390059471E0
1.063047456E0,-5.267243832E-2,4.884171486E-1,9.572616577E0
1.065060528E0,-1.915361360E-2,4.740519226E-1,9.639654160E0
1.067073758E0,9.576806799E-3,4.644751251E-1,9.654019356E0
1.069087247E0,2.394201607E-2,4.501099288E-1,9.697115898E0
1.071100945E0,4.788403213E-2,4.261679053E-1,9.730634689E0
1.073114799E0,2.394201607E-2,4.118026793E-1,9.730634689E0
1.075128706E0,3.830722719E-2,3.782838583E-1,9.711481094E0
1.077137872E0,3.830722719E-2,3.591302633E-1,9.677961349E0
1.079147351E0,4.309562966E-2,3.447650373E-1,9.625288963E0
1.081157247E0,5.746084079E-2,3.591302633E-1,9.591770172E0
1.083167612E0,9.097966552E-2,3.495534360E-1,9.563039780E0
1.085178445E0,1.149216816E-1,3.495534360E-1,9.519346237E0
1.087189643E0,1.340752989E-1,3.687070608E-1,9.490615845E0
1.089201414E0,1.388636976E-1,3.639186621E-1,9.481039047E0
1.091213706E0,1.340752989E-1,3.734954596E-1,9.481039047E0
1.093226362E0,1.292868853E-1,3.974374831E-1,9.514557838E0
1.095239487E0,9.576806426E-2,3.926490843E-1,9.572616577E0
1.097252872E0,5.746084079E-2,4.165911078E-1,9.663596153E0
1.099266622E0,-9.576806799E-3,4.213795066E-1,9.692327499E0
1.101280633E0,-5.267243832E-2,4.165911078E-1,9.735423088E0
1.103294903E0,-1.771709323E-1,4.453215301E-1,9.730634689E0
1.105309278E0,-1.915361285E-1,4.213795066E-1,9.744999886E0
1.107321049E0,-1.915361285E-1,4.070142806E-1,9.706692696E0
1.109332976E0,-1.963245422E-1,4.022258818E-1,9.682749748E0
1.111345060E0,-1.723825186E-1,4.022258818E-1,9.663596153E0
1.113357299E0,-1.388636976E-1,3.974374831E-1,9.658807755E0
1.115369539E0,-9.576806426E-2,3.830722570E-1,9.654019356E0
1.117381778E0,-5.746084079E-2,3.830722570E-1,9.677961349E0
1.119393028E0,-4.309562966E-2,3.687070608E-1,9.697115898E0
1.121404278E0,-9.576806799E-3,3.399766386E-1,9.687539101E0
1.123415789E0,-4.788403399E-3,3.351882398E-1,9.692327499E0
1.125427560E0,-2.394201607E-2,3.160346150E-1,9.721057892E0
1.127439435E0,-1.436521020E-2,2.825157940E-1,9.730634689E0
1.129451570E0,-1.915361360E-2,2.729389966E-1,9.725846291E0
1.131463758E0,-3.351882473E-2,2.585737705E-1,9.764153481E0
1.133476258E0,-5.267243832E-2,2.442085743E-1,9.735423088E0
1.135488966E0,-8.619125932E-2,2.346317619E-1,9.725846291E0
1.137501726E0,-1.197100878E-1,2.537853718E-1,9.721057892E0
1.139514643E0,-1.388636976E-1,2.825157940E-1,9.749788284E0
1.141526153E0,-1.388636976E-1,3.208230138E-1,9.764153481E0
1.143537872E0,-1.197100878E-1,3.495534360E-1,9.749788284E0
1.145549799E0,-1.101332754E-1,3.782838583E-1,9.744999886E0
1.147561778E0,-1.005564705E-1,3.830722570E-1,9.754576683E0
1.149573966E0,-1.149216816E-1,3.830722570E-1,9.778518677E0
1.151586153E0,-1.388636976E-1,3.687070608E-1,9.807249069E0
1.153598601E0,-1.675941199E-1,3.639186621E-1,9.840767860E0
1.155611206E0,-2.106897533E-1,3.351882398E-1,9.855133057E0
1.157623810E0,-2.346317619E-1,3.351882398E-1,9.883863449E0
1.159636570E0,-2.681505978E-1,3.208230138E-1,9.903017044E0
1.161648028E0,-2.920926213E-1,3.256114423E-1,9.917382240E0
1.163659695E0,-2.920926213E-1,3.256114423E-1,9.922170639E0
1.165671570E0,-3.064578176E-1,3.351882398E-1,9.926959038E0
1.167683497E0,-3.447650373E-1,3.351882398E-1,9.917382240E0
1.169695633E0,-3.639186621E-1,3.495534360E-1,9.941324234E0
1.171707820E0,-3.878606856E-1,3.782838583E-1,9.993996620E0
1.173720216E0,-3.878606856E-1,4.213795066E-1,9.979631424E0
1.175732820E0,-3.734954596E-1,4.453215301E-1,9.931747437E0
1.177745424E0,-3.256114423E-1,4.644751251E-1,9.883863449E0
1.179758185E0,-2.968810201E-1,4.932055473E-1,9.874286652E0
1.181769383E0,-2.729389966E-1,5.075707436E-1,9.855133057E0
1.183780789E0,-2.585737705E-1,5.123591423E-1,9.821614265E0
1.185792247E0,-2.489969730E-1,5.267243981E-1,9.797672272E0
1.187803810E0,-2.633621991E-1,5.171475410E-1,9.749788284E0
1.189815633E0,-2.442085743E-1,5.315127969E-1,9.687539101E0
1.191827560E0,-2.298433632E-1,5.123591423E-1,9.620500565E0
1.193839799E0,-2.154781520E-1,5.410895944E-1,9.596558571E0
1.195852299E0,-1.867477298E-1,5.410895944E-1,9.553462982E0
1.197864903E0,-1.580173075E-1,5.656301379E-1,9.509769440E0
1.199877716E0,-1.484405100E-1,5.943605900E-1,9.471462250E0
1.201890528E0,-1.388636976E-1,6.278793812E-1,9.418789864E0
1.203903497E0,-1.244984865E-1,6.374561787E-1,9.356540680E0
1.205916570E0,-1.244984865E-1,6.613982320E-1,9.303867340E0
1.207928758E0,-1.197100878E-1,6.853402257E-1,9.260771751E0
1.209941049E0,-1.340752989E-1,7.140706778E-1,9.203310966E0
1.211951258E0,-1.053448766E-1,7.380126715E-1,9.160215378E0
1.213961726E0,-1.005564705E-1,7.523778677E-1,9.126696587E0
1.215972508E0,-9.097966552E-2,7.763199210E-1,9.074024200E0
1.217983497E0,-9.576806426E-2,7.667431235E-1,9.040505409E0
1.219994851E0,-1.005564705E-1,7.475894690E-1,8.983044624E0
1.222006466E0,-9.576806426E-2,7.428010702E-1,8.925583839E0
1.224018497E0,-8.619125932E-2,7.380126715E-1,8.877699852E0
1.226030945E0,-1.005564705E-1,7.188590765E-1,8.844181061E0
1.228043601E0,-6.703764945E-2,7.188590765E-1,8.805873871E0
1.230056622E0,-6.224924326E-2,6.949170232E-1,8.781931877E0
1.232069747E0,-7.661445439E-2,6.949170232E-1,8.762778282E0
1.234083133E0,-1.101332754E-1,6.853402257E-1,8.734047890E0
1.236096518E0,-1.484405100E-1,6.709750295E-1,8.705317497E0
1.238110060E0,-2.059013397E-1,6.709750295E-1,8.686163902E0
1.240123706E0,-2.394201756E-1,6.661866307E-1,8.681375504E0
1.242134018E0,-2.777273953E-1,6.661866307E-1,8.710105896E0
1.244144539E0,-3.208230138E-1,6.613982320E-1,8.748413086E0
1.246155164E0,-3.926490843E-1,6.566098332E-1,8.805873871E0
1.248166153E0,-4.309563041E-1,6.470330358E-1,8.882488251E0
1.250177560E0,-4.644751251E-1,6.566098332E-1,8.935160637E0
1.252189383E0,-5.123591423E-1,6.566098332E-1,8.968679428E0
1.254201622E0,-5.219359994E-1,6.470330358E-1,9.059659004E0
1.256214070E0,-5.656301379E-1,6.278793812E-1,9.102754593E0
1.258226883E0,-5.847837925E-1,6.183025837E-1,9.107542992E0
1.260240008E0,-6.087257862E-1,5.943605900E-1,9.136273384E0
1.262253445E0,-6.757634282E-1,5.363011956E-1,9.184157372E0
1.264267091E0,-8.337807655E-1,2.154781520E-1,9.270348549E0
1.266279643E0,-9.056068063E-1,4.309562966E-2,9.399636269E0
1.268292351E0,-9.151836038E-1,2.394201607E-2,9.533711433E0
1.270305164E0,-9.056068063E-1,5.267243832E-2,9.639654160E0
1.272316883E0,-8.529343605E-1,1.340752989E-1,9.749788284E0
1.274328758E0,-7.858967185E-1,2.154781520E-1,9.816825867E0
1.276340112E0,-7.571662664E-1,2.202665508E-1,9.840767860E0
1.278351674E0,-6.805518270E-1,2.729389966E-1,9.864709854E0
1.280363445E0,-6.374561787E-1,3.112462163E-1,9.879075050E0
1.282375372E0,-5.458779931E-1,3.734954596E-1,9.879075050E0
1.284387299E0,-5.075707436E-1,4.453215301E-1,9.864709854E0
1.286399383E0,-5.123591423E-1,4.309563041E-1,9.874286652E0
1.288411518E0,-5.123591423E-1,4.022258818E-1,9.859921455E0
1.290423862E0,-5.656301379E-1,3.687070608E-1,9.840767860E0
1.292436466E0,-6.183025837E-1,3.303998411E-1,9.845556259E0
1.294449226E0,-6.470330358E-1,3.160346150E-1,9.835979462E0
1.296461726E0,-6.709750295E-1,3.208230138E-1,9.807249069E0
1.298474435E0,-7.044938207E-1,3.256114423E-1,9.749788284E0
1.300487299E0,-7.380126715E-1,2.681505978E-1,9.725846291E0
1.302500216E0,-7.858967185E-1,2.729389966E-1,9.711481094E0
1.304513185E0,-7.954735160E-1,2.777273953E-1,9.682749748E0
1.306522403E0,-8.289923668E-1,2.442085743E-1,9.615712166E0
1.308531935E0,-8.672995567E-1,2.250549644E-1,9.606135368E0
1.310541831E0,-8.864531517E-1,2.202665508E-1,9.630077362E0
1.312552195E0,-8.864531517E-1,2.011129409E-1,9.649230957E0
1.314563081E0,-8.960300088E-1,2.059013397E-1,9.658807755E0
1.316574331E0,-8.672995567E-1,2.298433632E-1,9.658807755E0
1.318586153E0,-8.577227592E-1,2.298433632E-1,9.673172951E0
1.320598549E0,-8.529343605E-1,1.963245422E-1,9.716269493E0
1.322611258E0,-7.763199210E-1,2.011129409E-1,9.697115898E0
1.324624435E0,-6.997054219E-1,2.154781520E-1,9.725846291E0
1.326637820E0,-6.326677799E-1,2.202665508E-1,9.754576683E0
1.328651622E0,-5.704185367E-1,2.059013397E-1,9.792883873E0
1.330665737E0,-4.932055473E-1,2.394201756E-1,9.840767860E0
1.332680060E0,-4.596867263E-1,2.633621991E-1,9.845556259E0
1.334694487E0,-4.070142806E-1,2.681505978E-1,9.821614265E0
1.336705008E0,-3.878606856E-1,2.968810201E-1,9.802460670E0
1.338715789E0,-3.734954596E-1,3.160346150E-1,9.740211487E0
1.340726831E0,-3.351882398E-1,3.112462163E-1,9.721057892E0
1.342737976E0,-2.968810201E-1,3.734954596E-1,9.687539101E0
1.344749435E0,-2.585737705E-1,4.548983276E-1,9.668384552E0
1.346761049E0,-2.537853718E-1,4.740519226E-1,9.630077362E0
1.348773028E0,-2.681505978E-1,4.022258818E-1,9.558251381E0
1.350785372E0,-3.399766386E-1,2.777273953E-1,9.519346237E0
1.352798081E0,-4.165911078E-1,1.436520964E-1,9.538499832E0
1.354811101E0,-4.453215301E-1,9.576806799E-3,9.563039780E0
1.356824174E0,-4.692635238E-1,-7.182604820E-2,9.606135368E0
1.358837508E0,-4.740519226E-1,-9.576806426E-2,9.630077362E0
1.360850997E0,-4.357447028E-1,-9.097966552E-2,9.668384552E0
1.362864643E0,-4.022258818E-1,-4.788403213E-2,9.692327499E0
1.364878289E0,-3.495534360E-1,9.576806799E-3,9.716269493E0
1.366887403E0,-3.112462163E-1,8.619125932E-2,9.735423088E0
1.368896831E0,-2.633621991E-1,1.388636976E-1,9.807249069E0
1.370906622E0,-2.202665508E-1,1.915361285E-1,9.926959038E0
1.372916883E0,-1.723825186E-1,2.298433632E-1,1.000357342E1
1.374927612E0,-1.388636976E-1,2.442085743E-1,1.003709221E1
1.376938758E0,-1.101332754E-1,2.633621991E-1,1.005624580E1
1.378950476E0,-1.149216816E-1,2.298433632E-1,1.008018780E1
1.380962768E0,-1.484405100E-1,2.298433632E-1,1.006582260E1
1.382975633E0,-1.340752989E-1,2.298433632E-1,1.006582260E1
1.384988966E0,-1.580173075E-1,2.011129409E-1,1.004188061E1
1.387002508E0,-1.819593310E-1,1.867477298E-1,1.000836182E1
1.389016414E0,-1.867477298E-1,1.292868853E-1,9.970054626E0
1.391030581E0,-1.819593310E-1,1.244984865E-1,9.984419823E0
1.393044956E0,-2.059013397E-1,1.053448766E-1,1.001793861E1
1.395059383E0,-2.106897533E-1,1.005564705E-1,1.004666901E1
1.397069383E0,-2.011129409E-1,7.182604820E-2,1.008018780E1
1.399079643E0,-2.298433632E-1,6.224924326E-2,1.013764858E1
1.401090216E0,-2.298433632E-1,5.746084079E-2,1.016637897E1
1.403101206E0,-2.394201756E-1,5.746084079E-2,1.019989777E1
1.405112560E0,-2.346317619E-1,5.746084079E-2,1.023820496E1
1.407124174E0,-2.202665508E-1,3.351882473E-2,1.029087734E1
1.409136258E0,-2.250549644E-1,3.351882473E-2,1.031960773E1
1.411148706E0,-2.202665508E-1,1.915361360E-2,1.033397293E1
1.413161570E0,-2.106897533E-1,0.000000000E0,1.035791492E1
1.415174747E0,-2.202665508E-1,-4.788403399E-3,1.039143372E1
1.417188028E0,-2.154781520E-1,-1.436521020E-2,1.042974091E1
1.419201414E0,-2.106897533E-1,-3.830722719E-2,1.047283649E1
1.421214956E0,-2.154781520E-1,-4.309562966E-2,1.050635529E1
1.423228653E0,-2.154781520E-1,-2.394201607E-2,1.055902767E1
1.425242403E0,-2.250549644E-1,-5.267243832E-2,1.062127686E1
1.427251883E0,-2.394201756E-1,-4.788403213E-2,1.067454815E1
1.429261622E0,-2.346317619E-1,-2.394201607E-2,1.074158573E1
1.431271674E0,-2.585737705E-1,-3.830722719E-2,1.076552773E1
1.433282195E0,-2.825157940E-1,-4.309562966E-2,1.078468132E1
1.435292976E0,-2.873041928E-1,-2.394201607E-2,1.079425812E1
1.437304070E0,-2.968810201E-1,-1.915361360E-2,1.079904652E1
1.439315737E0,-3.112462163E-1,-2.873042040E-2,1.079425812E1
1.441327924E0,-3.160346150E-1,-2.873042040E-2,1.077510452E1
1.443340789E0,-3.543418646E-1,-2.394201607E-2,1.074158573E1
1.445354070E0,-3.926490843E-1,-8.619125932E-2,1.073679733E1
1.447367716E0,-4.022258818E-1,-1.101332754E-1,1.072722054E1
1.449381466E0,-3.878606856E-1,-8.619125932E-2,1.070327854E1
1.451395268E0,-3.734954596E-1,-3.351882473E-2,1.068891335E1
1.453409070E0,-3.256114423E-1,0.000000000E0,1.062606525E1
1.455422976E0,-2.873041928E-1,6.703764945E-2,1.054945087E1
1.457435268E0,-2.825157940E-1,1.149216816E-1,1.046804810E1
1.459447664E0,-2.585737705E-1,1.675941199E-1,1.037706852E1
1.461457664E0,-2.442085743E-1,1.628057212E-1,1.027172375E1
1.463467976E0,-2.585737705E-1,1.675941199E-1,1.017595577E1
1.465478601E0,-2.537853718E-1,1.628057212E-1,1.012328339E1
1.467489487E0,-2.777273953E-1,8.619125932E-2,1.008018780E1
1.469500789E0,-2.968810201E-1,-1.436521020E-2,1.003709221E1
1.471512351E0,-2.777273953E-1,-2.873042040E-2,9.998785019E0
1.473524331E0,-2.250549644E-1,4.788403213E-2,9.926959038E0
1.475536726E0,-1.867477298E-1,1.197100878E-1,9.869498253E0
1.477549383E0,-1.484405100E-1,1.723825186E-1,9.807249069E0
1.479562456E0,-1.005564705E-1,2.250549644E-1,9.764153481E0
1.481575685E0,-8.619125932E-2,2.681505978E-1,9.697115898E0
1.483589226E0,-4.788403213E-2,3.016694188E-1,9.630077362E0
1.485602976E0,-4.788403213E-2,3.016694188E-1,9.572616577E0
1.487616987E0,-6.224924326E-2,2.825157940E-1,9.509769440E0
1.489631049E0,-8.140286058E-2,2.346317619E-1,9.495404243E0
1.491640008E0,-9.576806426E-2,1.867477298E-1,9.500192642E0
1.493649278E0,-8.619125932E-2,1.436520964E-1,9.495404243E0
1.495658966E0,-9.097966552E-2,1.197100878E-1,9.495404243E0
1.497668966E0,-9.576806426E-2,7.182604820E-2,9.495404243E0
1.499679539E0,-9.097966552E-2,5.746084079E-2,9.490615845E0
1.501690528E0,-9.097966552E-2,5.746084079E-2,9.524134636E0
1.503702195E0,-9.097966552E-2,8.140286058E-2,9.538499832E0
1.505714487E0,-6.224924326E-2,1.101332754E-1,9.538499832E0
1.507727247E0,-4.788403213E-2,1.340752989E-1,9.538499832E0
1.509740581E0,-4.788403399E-3,1.723825186E-1,9.572616577E0
1.511754226E0,3.830722719E-2,2.154781520E-1,9.615712166E0
1.513768289E0,4.309562966E-2,2.681505978E-1,9.658807755E0
1.515782456E0,4.309562966E-2,2.968810201E-1,9.730634689E0
1.517796883E0,3.351882473E-2,3.208230138E-1,9.764153481E0
1.519811414E0,0.000000000E0,3.495534360E-1,9.754576683E0
1.521822143E0,-1.436521020E-2,3.591302633E-1,9.764153481E0
1.523833133E0,-2.873042040E-2,4.022258818E-1,9.759365082E0
1.525844383E0,-6.703764945E-2,4.357447028E-1,9.783307076E0
1.527855997E0,-9.576806426E-2,4.357447028E-1,9.807249069E0
1.529867924E0,-1.101332754E-1,4.596867263E-1,9.840767860E0
1.531879956E0,-1.484405100E-1,4.644751251E-1,9.888651848E0
1.533892091E0,-1.819593310E-1,4.836287498E-1,9.869498253E0
1.535904487E0,-1.915361285E-1,4.979939461E-1,9.859921455E0
1.537917195E0,-2.106897533E-1,5.075707436E-1,9.855133057E0
1.539930164E0,-2.537853718E-1,4.932055473E-1,9.826402664E0
1.541943133E0,-2.777273953E-1,4.453215301E-1,9.807249069E0
1.543956258E0,-3.160346150E-1,4.357447028E-1,9.835979462E0
1.545969539E0,-3.495534360E-1,4.165911078E-1,9.874286652E0
1.547980685E0,-3.734954596E-1,4.165911078E-1,9.883863449E0
1.549992039E0,-3.639186621E-1,4.165911078E-1,9.874286652E0
1.552003445E0,-3.687070608E-1,3.830722570E-1,9.859921455E0
1.554015112E0,-3.687070608E-1,3.974374831E-1,9.869498253E0
1.556027039E0,-3.591302633E-1,4.118026793E-1,9.907805443E0
1.558039226E0,-3.639186621E-1,4.309563041E-1,9.960477829E0
1.560051674E0,-3.447650373E-1,4.405331016E-1,1.002272701E1
1.562064226E0,-3.399766386E-1,4.740519226E-1,1.004188061E1
1.564076987E0,-3.303998411E-1,4.596867263E-1,1.006582260E1
1.566089226E0,-3.399766386E-1,4.644751251E-1,1.007539940E1
1.568101466E0,-3.447650373E-1,4.596867263E-1,1.011370659E1
1.570113914E0,-3.447650373E-1,4.548983276E-1,1.013764858E1
1.572126570E0,-3.399766386E-1,4.596867263E-1,1.013286018E1
